rank,group,ntaxa,parent,nH2O,ZC,nC
genus,Gallaecimonas,3,,-0.745407,-0.154689,4.906041
genus,Caeruleovirus,6,Herelleviridae,-0.771482,-0.146074,5.060335
genus,Thiohalobacter,2,,-0.754724,-0.128151,4.898734
genus,Cosavirus,7,Picornaviridae,-0.797187,-0.151102,4.983342
genus,Yimella,3,Dermacoccaceae,-0.718079,-0.117797,4.760387
genus,Candidatus Thiosymbion,1,Chromatiaceae,-0.756824,-0.138678,4.942589
genus,Nitritalea,1,Cyclobacteriaceae,-0.787924,-0.167062,5.058942
genus,Ignavibacterium,1,Ignavibacteriaceae,-0.766096,-0.202386,5.147848
genus,Euzebya,3,Euzebyaceae,-0.709821,-0.107818,4.693796
genus,Agaricicola,1,Rhodobacteraceae,-0.716818,-0.146945,4.822827
genus,Lutibacter,13,Flavobacteriaceae,-0.75615,-0.190215,5.091186
genus,Orbus,2,Orbaceae,-0.736524,-0.18208,5.009616
genus,Allofrancisella,3,Francisellaceae,-0.737703,-0.204689,5.109
genus,Hasllibacter,1,Rhodobacteraceae,-0.726663,-0.120112,4.736977
genus,Amnibacterium,3,Microbacteriaceae,-0.694079,-0.133613,4.723795
genus,Labedaea,1,Pseudonocardiaceae,-0.716517,-0.121891,4.738031
genus,Motilibacter,4,Motilibacteraceae,-0.691965,-0.119299,4.672758
genus,Goukovirus,3,Phenuiviridae,-0.757675,-0.152251,5.023441
genus,Sporolituus,1,Sporomusaceae,-0.696143,-0.191474,4.92608
genus,Desulfosoma,1,Syntrophobacteraceae,-0.752212,-0.160588,4.97154
genus,Jeongeupia,4,Chromobacteriaceae,-0.734155,-0.152279,4.861459
genus,Allosphingosinicella,2,Sphingomonadaceae,-0.723052,-0.131694,4.787482
genus,Banchanvirus,1,Autographiviridae,-0.76494,-0.109803,4.897834
genus,Polycyclovorans,1,Sinobacteraceae,-0.740491,-0.134353,4.841857
genus,Hoyosella,4,Mycobacteriaceae,-0.717906,-0.12754,4.771493
genus,Soonwooa,1,Weeksellaceae,-0.770672,-0.186119,5.109577
genus,Negativicoccus,2,Veillonellaceae,-0.710053,-0.18584,4.945211
genus,Luteimicrobium,2,,-0.703343,-0.114428,4.68133
genus,Streptohalobacillus,1,Bacillaceae,-0.741378,-0.179319,5.048904
genus,Pararobbsia,2,Burkholderiaceae,-0.735399,-0.135921,4.822284
genus,Ornithinibacter,1,Intrasporangiaceae,-0.703836,-0.122096,4.716775
genus,Desulfobotulus,2,Desulfobacteraceae,-0.741828,-0.163314,4.969655
genus,Dhillonvirus,10,Siphoviridae,-0.758779,-0.116859,4.893254
genus,Phytohabitans,4,Micromonosporaceae,-0.725416,-0.119665,4.739407
genus,Succinatimonas,2,Succinivibrionaceae,-0.722706,-0.172392,4.946809
genus,Paralcaligenes,1,Alcaligenaceae,-0.729862,-0.158143,4.867324
genus,Tomitella,6,,-0.715933,-0.109985,4.69443
genus,Invictavirus,1,Solinviviridae,-0.854171,-0.162077,5.219095
genus,Thalassobium,1,Rhodobacteraceae,-0.737904,-0.137049,4.831938
genus,Pseudofulvimonas,1,Rhodanobacteraceae,-0.748292,-0.112129,4.791825
genus,Alphapleolipovirus,5,Pleolipoviridae,-0.760372,-0.054354,4.734671
genus,Marisediminitalea,1,Alteromonadaceae,-0.763264,-0.147345,4.941121
genus,Cocleimonas,1,Thiotrichaceae,-0.731199,-0.165634,4.961907
genus,Dyokappapapillomavirus,5,Papillomaviridae,-0.833926,-0.090946,4.982763
genus,Agtrevirus,5,Ackermannviridae,-0.785933,-0.138142,5.01074
genus,Eragrovirus,1,Geminiviridae,-0.851664,-0.094962,5.043151
genus,Pyramidobacter,4,Synergistaceae,-0.72515,-0.161547,4.885693
genus,Pricia,1,Flavobacteriaceae,-0.775445,-0.171056,5.059903
genus,Zhongshania,3,Spongiibacteraceae,-0.725863,-0.123115,4.877782
genus,Maculvirus,4,Autographiviridae,-0.785796,-0.106433,4.927879
genus,Caproiciproducens,3,Oscillospiraceae,-0.725627,-0.166108,4.937583
genus,Allocatelliglobosispora,1,Micromonosporaceae,-0.719542,-0.12753,4.735873
genus,Larkinella,9,Cytophagaceae,-0.781259,-0.161102,5.028046
genus,Paenochrobactrum,1,Brucellaceae,-0.725735,-0.156474,4.890294
genus,Paenalcaligenes,2,Alcaligenaceae,-0.748186,-0.155508,4.924249
genus,Marinicella,4,Alcanivoracaceae,-0.770165,-0.150901,4.98066
genus,Arenicella,2,Arenicellaceae,-0.752738,-0.14152,4.915861
genus,Thermosporothrix,1,Thermosporotrichaceae,-0.761532,-0.158008,4.996952
genus,Nyavirus,3,Nyamiviridae,-0.759245,-0.124034,4.996241
genus,Cecembia,3,Cyclobacteriaceae,-0.791256,-0.182712,5.113787
genus,Murinocardiopsis,1,Nocardiopsaceae,-0.721131,-0.110993,4.706484
genus,Paraurantiacibacter,1,Erythrobacteraceae,-0.741671,-0.122801,4.795049
genus,Methylovulum,2,Methylococcaceae,-0.752544,-0.159737,4.941601
genus,Eoetvoesia,1,Alcaligenaceae,-0.736817,-0.146892,4.865866
genus,Hephaestia,1,Sphingomonadaceae,-0.731937,-0.129213,4.788446
genus,Gaprivervirus,5,Myoviridae,-0.794509,-0.145051,5.059867
genus,Alkalibaculum,2,Eubacteriaceae,-0.711191,-0.203671,5.07009
genus,Haloactinopolyspora,1,Jiangellaceae,-0.733264,-0.095945,4.717902
genus,Cesiribacter,1,Cesiribacteraceae,-0.782271,-0.159243,5.026965
genus,Sulfuricella,2,Sulfuricellaceae,-0.734005,-0.159822,4.919156
genus,Alteraurantiacibacter,3,Erythrobacteraceae,-0.748512,-0.123561,4.801416
genus,Dinodnavirus,1,,-0.860307,-0.18082,5.384578
genus,Parahaliea,4,Halieaceae,-0.758235,-0.12772,4.869755
genus,Fibrella,5,Cytophagaceae,-0.769273,-0.152925,4.963701
genus,Kosmotoga,4,Kosmotogaceae,-0.732774,-0.219788,5.127053
genus,Salivirus,3,Picornaviridae,-0.805482,-0.132362,4.837787
genus,Fretibacterium,2,Synergistaceae,-0.725534,-0.15434,4.881796
genus,Albibacterium,1,Sphingobacteriaceae,-0.76312,-0.183537,5.076239
genus,Luzseptimavirus,2,Podoviridae,-0.763958,-0.129913,4.957429
genus,Litunavirus,9,Podoviridae,-0.758844,-0.127837,4.944759
genus,Fervidicella,1,Clostridiaceae,-0.703792,-0.214283,5.102695
genus,Sunxiuqinia,3,Prolixibacteraceae,-0.792053,-0.167719,5.087204
genus,Litorimicrobium,1,Rhodobacteraceae,-0.730225,-0.140853,4.82757
genus,Rudaeicoccus,1,Dermacoccaceae,-0.719036,-0.118836,4.739112
genus,Pacificibacter,2,Rhodobacteraceae,-0.724297,-0.149098,4.840528
genus,Candidatus Koribacter,1,Acidobacteriaceae,-0.753561,-0.142418,4.892327
genus,Candidimonas,3,Alcaligenaceae,-0.730516,-0.148669,4.843556
genus,Megabirnavirus,3,Megabirnaviridae,-0.792803,-0.088814,4.828263
genus,Camelimonas,2,Chelatococcaceae,-0.725017,-0.130729,4.775968
genus,Chiayiivirga,1,Rhodanobacteraceae,-0.740204,-0.121058,4.784697
genus,Pteridovirus,1,Mayoviridae,-0.783648,-0.153539,4.984885
genus,Methermicoccus,1,Methermicoccaceae,-0.712046,-0.166016,4.943813
genus,Halorussus,12,Halobacteriaceae,-0.762387,-0.074585,4.765203
genus,Halobellus,8,Haloferacaceae,-0.751454,-0.08193,4.757887
genus,Halorientalis,4,Haloarculaceae,-0.756542,-0.077906,4.76603
genus,Mobatvirus,3,Hantaviridae,-0.789033,-0.172336,5.096038
genus,Neokomagataea,3,Acetobacteraceae,-0.740651,-0.13492,4.848187
genus,Pseudobacter,1,Chitinophagaceae,-0.786201,-0.16436,5.043635
genus,Fibrisoma,2,Cytophagaceae,-0.781668,-0.150173,5.001539
genus,Halarcobacter,4,Campylobacteraceae,-0.726253,-0.21596,5.150407
genus,Haloechinothrix,3,Pseudonocardiaceae,-0.726462,-0.101676,4.733156
genus,Gemycircularvirus,53,Genomoviridae,-0.896815,-0.070243,5.001095
genus,Ionavirus,1,Myoviridae,-0.800058,-0.123924,4.995125
genus,Muvirus,3,Myoviridae,-0.749742,-0.109024,4.891592
genus,Breoghania,2,Breoghaniaceae,-0.722755,-0.139235,4.810813
genus,Bauldia,1,Kaistiaceae,-0.725967,-0.142336,4.802932
genus,Mixta,6,Erwiniaceae,-0.749028,-0.150846,4.931314
genus,Clecrusatellite,7,Alphasatellitidae,-0.856719,-0.127798,5.19107
genus,Sigmavirus,8,Rhabdoviridae,-0.800706,-0.158719,5.107295
genus,Geminocystis,3,Chroococcaceae,-0.741197,-0.183837,5.074927
genus,Candidatus Profftella,2,,-0.711066,-0.240565,5.217675
genus,Jilinvirus,3,Myoviridae,-0.750146,-0.107378,4.840448
genus,Fontibacillus,3,Paenibacillaceae,-0.747355,-0.174138,5.016171
genus,Candidatus Methylomirabilis,3,,-0.731717,-0.183222,4.975088
genus,Halomarina,1,Halobacteriaceae,-0.76253,-0.083834,4.790825
genus,Branchiibius,1,Dermacoccaceae,-0.715463,-0.127753,4.753669
genus,Catenibacillus,1,Lachnospiraceae,-0.764206,-0.161572,5.005051
genus,Phifelvirus,3,Siphoviridae,-0.73219,-0.155219,5.036851
genus,Candidatus Babela,1,Candidatus Babeliaceae,-0.723477,-0.215413,5.169687
genus,Marisediminicola,2,Microbacteriaceae,-0.701741,-0.136656,4.743064
genus,Drulisvirus,19,Autographiviridae,-0.76832,-0.105819,4.875747
genus,Labyrnavirus,1,Marnaviridae,-0.829383,-0.131785,5.020935
genus,Cryspovirus,1,Partitiviridae,-0.86247,-0.18303,5.346793
genus,Auraticoccus,2,Propionibacteriaceae,-0.715669,-0.114938,4.728127
genus,Miniimonas,3,Beutenbergiaceae,-0.697667,-0.118729,4.67486
genus,Macanavirus,1,Tombusviridae,-0.792961,-0.125017,5.00332
genus,Diplorickettsia,1,Coxiellaceae,-0.753688,-0.19171,5.118929
genus,Auritidibacter,6,Micrococcaceae,-0.733774,-0.118768,4.813056
genus,Holzapfelia,1,Lactobacillaceae,-0.731736,-0.180277,5.055154
genus,Euzebyella,2,Flavobacteriaceae,-0.78216,-0.166136,5.064077
genus,Parasphingopyxis,4,Sphingomonadaceae,-0.750021,-0.121915,4.81858
genus,Natranaerovirga,2,,-0.722738,-0.203007,5.103292
genus,Diaphorobacter,11,Comamonadaceae,-0.733592,-0.139464,4.830492
genus,Natronoflexus,1,Marinilabiliaceae,-0.801175,-0.161276,5.082664
genus,Desulfurispira,1,Chrysiogenaceae,-0.757167,-0.141061,4.962168
genus,Chitinolyticbacter,1,Neisseriaceae,-0.745531,-0.144282,4.86958
genus,Fervidicoccus,1,Fervidicoccaceae,-0.703896,-0.232294,5.116294
genus,Algoriella,1,Weeksellaceae,-0.772006,-0.187966,5.138034
genus,Armatimonas,1,Armatimonadaceae,-0.741583,-0.150914,4.890912
genus,Pakpunavirus,15,Myoviridae,-0.805191,-0.128408,5.022681
genus,Cimpunavirus,1,Siphoviridae,-0.758773,-0.098185,4.818419
genus,Bombiscardovia,1,Bifidobacteriaceae,-0.74165,-0.131621,4.868652
genus,Sapelovirus,5,Picornaviridae,-0.822927,-0.14813,5.011995
genus,Spinactinospora,1,Nocardiopsaceae,-0.728824,-0.108328,4.737511
genus,Alphatorquevirus,31,Anelloviridae,-0.916513,-0.075054,5.106775
genus,Gammatorquevirus,15,Anelloviridae,-0.86739,-0.104494,5.15212
genus,Deltatorquevirus,1,Anelloviridae,-0.936526,-0.06929,5.140706
genus,Epsilontorquevirus,1,Anelloviridae,-0.944476,-0.052914,5.192123
genus,Zetatorquevirus,1,Anelloviridae,-0.983001,-0.040295,5.155877
genus,Etatorquevirus,2,Anelloviridae,-0.933033,-0.075314,5.132499
genus,Thetatorquevirus,1,Anelloviridae,-0.986291,-0.050708,5.143416
genus,Iotatorquevirus,2,Anelloviridae,-0.935865,-0.059259,5.16382
genus,Neptunevirus,3,Myoviridae,-0.790894,-0.115351,4.94026
genus,Quaranjavirus,3,Orthomyxoviridae,-0.807092,-0.129453,5.057842
genus,Ohtaekwangia,1,Fulvivirgaceae,-0.776468,-0.173892,5.065881
genus,Terrimicrobium,1,Terrimicrobiaceae,-0.75773,-0.147531,4.900741
genus,Friunavirus,23,Autographiviridae,-0.778899,-0.126078,4.971583
genus,Ichtadenovirus,1,Adenoviridae,-0.919223,-0.083163,5.013167
genus,Pepyhexavirus,2,Siphoviridae,-0.749248,-0.131166,4.913259
genus,Tuwongella,1,Gemmataceae,-0.748155,-0.137525,4.890755
genus,Caldisericum,1,Caldisericaceae,-0.71356,-0.236242,5.142435
genus,Gloeocapsopsis,2,Chroococcaceae,-0.745667,-0.165239,4.991839
genus,Cafeteriavirus,1,Mimiviridae,-0.796363,-0.197504,5.28442
genus,Tunggulvirus,1,Autographiviridae,-0.761413,-0.10953,4.854941
genus,Betafusellovirus,2,Fuselloviridae,-0.814478,-0.218344,5.24177
genus,Marseillevirus,6,Marseilleviridae,-0.801849,-0.151295,5.112402
genus,Pelagimonas,1,Rhodobacteraceae,-0.73541,-0.138673,4.82202
genus,Planktotalea,3,Rhodobacteraceae,-0.737561,-0.143032,4.847543
genus,Thermasporomyces,1,Nocardioidaceae,-0.731323,-0.122839,4.803398
genus,Kagunavirus,6,Siphoviridae,-0.763293,-0.114002,4.880653
genus,Mousrhavirus,1,Rhabdoviridae,-0.768231,-0.143678,5.033843
genus,Halolamina,6,Halorubraceae,-0.756609,-0.079925,4.752187
genus,Arcticibacter,4,Sphingobacteriaceae,-0.773026,-0.176016,5.06184
genus,Catenisphaera,1,Erysipelotrichaceae,-0.764492,-0.157179,5.016996
genus,Clavavirus,1,Clavaviridae,-0.724709,-0.22471,5.081222
genus,Halanaerobacter,1,Halobacteroidaceae,-0.711786,-0.178664,5.045212
genus,Upsilonpapillomavirus,3,Papillomaviridae,-0.798942,-0.107916,4.908951
genus,Dyopipapillomavirus,1,Papillomaviridae,-0.798653,-0.112554,4.922004
genus,Slopekvirus,6,Myoviridae,-0.79055,-0.14121,5.055238
genus,Jeotgalibaca,5,Carnobacteriaceae,-0.741592,-0.180633,5.054328
genus,Aurantimicrobium,3,Microbacteriaceae,-0.705612,-0.156103,4.821513
genus,Oligoflexus,1,Oligoflexaceae,-0.761297,-0.151416,4.976691
genus,Karamvirus,2,Myoviridae,-0.794142,-0.143817,5.058636
genus,Noviherbaspirillum,12,Oxalobacteraceae,-0.731183,-0.144127,4.856254
genus,Candidatus Atelocyanobacterium,1,Aphanothecaceae,-0.719383,-0.2071,5.094742
genus,Kroppenstedtia,4,Thermoactinomycetaceae,-0.762153,-0.153069,4.994563
genus,Phytomonospora,1,Micromonosporaceae,-0.72388,-0.121059,4.734725
genus,Chitinivorax,2,,-0.749308,-0.147431,4.91307
genus,Hydrotalea,2,Chitinophagaceae,-0.784867,-0.188202,5.094558
genus,Oceanicoccus,2,Spongiibacteraceae,-0.74763,-0.149,4.921473
genus,Rubricoccus,1,Rubricoccaceae,-0.738024,-0.11263,4.76016
genus,Aveparvovirus,3,Parvoviridae,-0.903961,-0.073496,4.98177
genus,Litorilituus,2,Colwelliaceae,-0.744204,-0.164215,4.987068
genus,Firehammervirus,4,Myoviridae,-0.783421,-0.173683,5.17309
genus,Glaciimonas,4,Oxalobacteraceae,-0.724348,-0.161394,4.879682
genus,Thermogemmatispora,4,Thermogemmatisporaceae,-0.743921,-0.151021,4.92085
genus,Povalibacter,1,Steroidobacteraceae,-0.745603,-0.130661,4.856767
genus,Cyclovirus,53,Circoviridae,-0.904258,-0.12193,5.230139
genus,Gosmusatellite,6,Alphasatellitidae,-0.946908,-0.128025,5.264597
genus,Pekhitvirus,1,Autographiviridae,-0.810563,-0.105736,4.955214
genus,Podivirus,1,Autographiviridae,-0.836952,-0.125246,5.123094
genus,Pagavirus,1,Autographiviridae,-0.787998,-0.138346,5.036398
genus,Jalkavirus,1,Autographiviridae,-0.745644,-0.131936,4.964732
genus,Powvirus,1,Autographiviridae,-0.794943,-0.113494,4.947124
genus,Unaquatrovirus,7,Siphoviridae,-0.76459,-0.150646,5.029415
genus,Primorskyibacter,5,Rhodobacteraceae,-0.734827,-0.134415,4.813981
genus,Pisciglobus,1,Carnobacteriaceae,-0.733647,-0.18283,5.050492
genus,Gemmiger,5,,-0.751073,-0.153192,4.917118
genus,Natrarchaeobaculum,2,Natrialbaceae,-0.755823,-0.078874,4.776669
genus,Oceanibacterium,1,Sneathiellaceae,-0.729978,-0.137949,4.815726
genus,Mobilicoccus,3,Dermatophilaceae,-0.708427,-0.118598,4.728904
genus,Piscicoccus,1,Dermatophilaceae,-0.718385,-0.113298,4.722447
genus,Deltapolyomavirus,4,Polyomaviridae,-0.79871,-0.142633,5.007104
genus,Tepidamorphus,1,Rhodobiaceae,-0.722209,-0.141941,4.812058
genus,Paraperlucidibaca,1,Moraxellaceae,-0.734195,-0.146937,4.869253
genus,Sulfuritalea,1,Sterolibacteriaceae,-0.725658,-0.150067,4.855978
genus,Brevifollis,1,Verrucomicrobiaceae,-0.748333,-0.138475,4.864157
genus,Roseimicrobium,2,Verrucomicrobiaceae,-0.756282,-0.13922,4.890788
genus,Alpinimonas,1,Microbacteriaceae,-0.6958,-0.157938,4.79173
genus,Anaposvirus,1,Myoviridae,-0.80029,-0.110614,4.924156
genus,Acionnavirus,4,Myoviridae,-0.782952,-0.113227,4.910044
genus,Tefnutvirus,1,Myoviridae,-0.785626,-0.109319,4.906631
genus,Sednavirus,1,Autographiviridae,-0.758354,-0.101432,4.846201
genus,Kajamvirus,1,Autographiviridae,-0.774275,-0.104428,4.890095
genus,Llyrvirus,1,Myoviridae,-0.791615,-0.120173,4.971916
genus,Roufvirus,2,Siphoviridae,-0.760422,-0.116765,4.916324
genus,Poseidonvirus,1,Autographiviridae,-0.762531,-0.110207,4.886212
genus,Gilvibacter,1,Flavobacteriaceae,-0.780295,-0.166927,5.039884
genus,Aureicoccus,1,Flavobacteriaceae,-0.787793,-0.162468,5.063357
genus,Anamdongvirus,1,Myoviridae,-0.757477,-0.120593,4.950519
genus,Salinigranum,3,Halorubraceae,-0.753224,-0.086449,4.766626
genus,Lirvirus,1,Autographiviridae,-0.774597,-0.102068,4.902892
genus,Kembevirus,1,Autographiviridae,-0.757175,-0.108475,4.862453
genus,Cbastvirus,1,Siphoviridae,-0.743255,-0.166431,5.086749
genus,Rugamonas,8,Oxalobacteraceae,-0.730888,-0.14275,4.826752
genus,Dyolambdapapillomavirus,1,Papillomaviridae,-0.820386,-0.099566,4.967701
genus,Siansivirga,1,Flavobacteriaceae,-0.767607,-0.184085,5.090798
genus,Wphvirus,16,Herelleviridae,-0.773176,-0.145264,5.074264
genus,Allgaiera,1,Rhodobacteraceae,-0.724829,-0.141446,4.803953
genus,Franklinbayvirus,1,Siphoviridae,-0.760726,-0.143754,4.998637
genus,Desulfuribacillus,2,,-0.724699,-0.191382,5.054063
genus,Candidatus Puniceispirillum,1,,-0.734716,-0.145442,4.855326
genus,Acidipila,4,Acidobacteriaceae,-0.760175,-0.134278,4.866381
genus,Parerythrobacter,2,Erythrobacteraceae,-0.740468,-0.124684,4.809585
genus,Stomatobaculum,1,Lachnospiraceae,-0.737841,-0.15577,4.952335
genus,Hepandensovirus,3,Parvoviridae,-0.851308,-0.096112,5.105359
genus,Mongoliitalea,1,Cyclobacteriaceae,-0.789313,-0.181294,5.10589
genus,Amantichitinum,1,Neisseriaceae,-0.741889,-0.145083,4.853318
genus,Candidatus Dactylopiibacterium,1,Rhodocyclaceae,-0.727397,-0.14364,4.851846
genus,Turncurtovirus,2,Geminiviridae,-0.866695,-0.123706,5.158072
genus,Fodinibius,1,Balneolaceae,-0.776687,-0.143463,5.01801
genus,Bronvirus,18,Siphoviridae,-0.781802,-0.108108,4.873979
genus,Gemmatirosa,1,Gemmatimonadaceae,-0.727257,-0.116076,4.754392
genus,Metaavulavirus,10,Paramyxoviridae,-0.705437,-0.160751,4.936243
genus,Bryocella,1,Acidobacteriaceae,-0.751389,-0.134929,4.840618
genus,Thermanaerothrix,1,Anaerolineaceae,-0.756341,-0.17745,4.999851
genus,Nerrivikvirus,1,Myoviridae,-0.788115,-0.109116,4.913955
genus,Cognatishimia,2,Rhodobacteraceae,-0.736992,-0.144462,4.856129
genus,Poseidonocella,3,Rhodobacteraceae,-0.727798,-0.135929,4.793891
genus,Passerivirus,2,Picornaviridae,-0.806693,-0.156675,4.967826
genus,Oscivirus,2,Picornaviridae,-0.815418,-0.169607,5.026778
genus,Ardenticatena,1,Ardenticatenaceae,-0.780708,-0.154807,4.978826
genus,Methyloferula,1,Beijerinckiaceae,-0.727723,-0.151389,4.839063
genus,Pseudohoeflea,1,Phyllobacteriaceae,-0.727889,-0.138152,4.823801
genus,Orthohepevirus,4,Hepeviridae,-0.784865,-0.12149,4.844754
genus,Acetatifactor,1,Lachnospiraceae,-0.77472,-0.152706,5.029645
genus,Limelightvirus,1,Autographiviridae,-0.75524,-0.094813,4.832111
genus,Schleiferia,1,Schleiferiaceae,-0.796722,-0.179432,5.114224
genus,Mageeibacillus,1,Oscillospiraceae,-0.73269,-0.175318,4.978822
genus,Plasticicumulans,2,Candidatus Competibacteraceae,-0.733941,-0.141053,4.827357
genus,Minicystis,1,,-0.721213,-0.114939,4.727697
genus,Polyangium,4,Polyangiaceae,-0.720344,-0.119354,4.772223
genus,Seunavirus,4,Myoviridae,-0.803671,-0.135442,5.027473
genus,Alkalitalea,1,Marinilabiliaceae,-0.803613,-0.160026,5.087207
genus,Obolenskvirus,9,Myoviridae,-0.780231,-0.150066,5.035584
genus,Candidatus Nanosalinarum,1,,-0.752212,-0.117556,4.903919
genus,Halovenus,2,Halobacteriaceae,-0.755052,-0.08017,4.785317
genus,Salinivenus,1,Salinibacteraceae,-0.769165,-0.09524,4.839422
genus,Longimycelium,1,Pseudonocardiaceae,-0.724856,-0.115112,4.765001
genus,Ficleduovirus,2,Myoviridae,-0.757562,-0.173507,5.129308
genus,Tabrizicola,11,Rhodobacteraceae,-0.722975,-0.145907,4.800096
genus,Melghirimyces,3,Thermoactinomycetaceae,-0.749978,-0.161383,5.008304
genus,Kisquinquevirus,2,Myoviridae,-0.741661,-0.111638,4.846784
genus,Kisquattuordecimvirus,1,Myoviridae,-0.718987,-0.113668,4.785999
genus,Caldanaerobacter,1,Thermoanaerobacteraceae,-0.703685,-0.227708,5.122291
genus,Phaeocystidibacter,2,Schleiferiaceae,-0.80042,-0.145276,5.01754
genus,Eilatimonas,1,Kordiimonadaceae,-0.740712,-0.12372,4.8124
genus,Pelolinea,1,Anaerolineaceae,-0.747475,-0.17056,4.969574
genus,Aggregatilinea,1,Aggregatilineaceae,-0.761612,-0.14327,4.89239
genus,Kelmasvirus,1,Autographiviridae,-0.767388,-0.115166,4.874717
genus,Metalysinibacillus,1,Planococcaceae,-0.728676,-0.187023,5.030721
genus,Ageyesisatellite,1,Alphasatellitidae,-0.890847,-0.112935,5.162712
genus,Asinibacterium,1,Chitinophagaceae,-0.779192,-0.172424,5.047907
genus,Parhipatevirus,1,Inoviridae,-0.720646,-0.124875,4.708353
genus,Sandaracinus,2,Sandaracinaceae,-0.726492,-0.0843,4.703644
genus,Gibbsiella,1,Yersiniaceae,-0.749127,-0.157179,4.92352
genus,Libanvirus,3,Myoviridae,-0.807588,-0.106666,4.943764
genus,Saliterribacillus,1,Bacillaceae,-0.75063,-0.19082,5.09523
genus,Aquibacillus,4,Bacillaceae,-0.748438,-0.18477,5.071054
genus,Aliicoccus,1,Staphylococcaceae,-0.755458,-0.169519,5.063851
genus,Oryzopoxvirus,1,Poxviridae,-0.784418,-0.213364,5.286071
genus,Aureitalea,1,Flavobacteriaceae,-0.788306,-0.158308,5.050724
genus,Halioglobus,7,Halieaceae,-0.760445,-0.129308,4.878407
genus,Lebetimonas,7,Nautiliaceae,-0.729191,-0.243451,5.222677
genus,Anaerosalibacter,3,Tissierellaceae,-0.697165,-0.213256,5.102091
genus,Dichotomicrobium,1,Hyphomicrobiaceae,-0.742315,-0.131457,4.848958
genus,Aquabacter,3,Hyphomicrobiaceae,-0.709316,-0.149871,4.77047
genus,Sinobacterium,1,Spongiibacteraceae,-0.744606,-0.145771,4.914417
genus,Brockia,1,Thermoanaerobacteraceae,-0.742014,-0.163463,4.958202
genus,Fletchervirus,6,Myoviridae,-0.78653,-0.180529,5.197602
genus,Oslovirus,8,Podoviridae,-0.758407,-0.104403,4.889997
genus,Phorcysia,1,Desulfurobacteriaceae,-0.709923,-0.224432,5.130173
genus,Desulfurispirillum,1,Chrysiogenaceae,-0.754323,-0.149678,4.961611
genus,Youngiibacter,2,Clostridiaceae,-0.708694,-0.183685,4.973963
genus,Thermohydrogenium,1,Syntrophomonadaceae,-0.750345,-0.207382,5.212341
genus,Casaltella,1,Clostridiales Family XIII. Incertae Sedis,-0.656444,-0.244568,5.215556
genus,Fenollaria,2,,-0.713728,-0.203082,5.104126
genus,Levyella,1,,-0.744018,-0.165647,4.996986
genus,Pifdecavirus,6,Autographiviridae,-0.764793,-0.107913,4.88328
genus,Waewaevirus,1,Autographiviridae,-0.763481,-0.097288,4.812267
genus,Tardiphaga,11,Bradyrhizobiaceae,-0.715852,-0.154214,4.829762
genus,Eiauvirus,2,Siphoviridae,-0.744448,-0.104291,4.815205
genus,Plectonema,1,Oscillatoriaceae,-0.741816,-0.169621,5.021265
genus,Brevidensovirus,1,Parvoviridae,-0.782558,-0.104088,5.031855
genus,Rhizobacter,10,,-0.72878,-0.135079,4.799532
genus,Chryseolinea,4,Fulvivirgaceae,-0.780709,-0.171339,5.048639
genus,Seongnamvirus,5,Myoviridae,-0.765346,-0.12713,4.915889
genus,Entnonagintavirus,1,Myoviridae,-0.73752,-0.116344,4.842458
genus,Actinocrinis,1,Actinospicaceae,-0.726836,-0.110588,4.719415
genus,Acetobacteroides,1,Rikenellaceae,-0.754041,-0.18113,5.038275
genus,Mariniblastus,1,Pirellulaceae,-0.757135,-0.123879,4.892073
genus,Bremerella,2,Pirellulaceae,-0.766165,-0.129919,4.92051
genus,Roseimaritima,2,Pirellulaceae,-0.761977,-0.108305,4.850287
genus,Megrivirus,8,Picornaviridae,-0.841885,-0.128884,4.99662
genus,Emalynvirus,4,Siphoviridae,-0.783699,-0.110826,4.898858
genus,Tijeunavirus,1,Myoviridae,-0.783643,-0.133835,4.944481
genus,Thermotomaculum,1,Thermotomaculaceae,-0.742139,-0.226741,5.178404
genus,Oxynema,2,Microcoleaceae,-0.756968,-0.140802,4.960011
genus,Sinimarinibacterium,3,Sinobacteraceae,-0.74569,-0.13081,4.846165
genus,Rhodoligotrophos,2,Parvibaculaceae,-0.726981,-0.147602,4.841002
genus,Pseudoscardovia,2,Bifidobacteriaceae,-0.740615,-0.099368,4.757858
genus,Troedvirus,1,Autographiviridae,-0.767395,-0.107643,4.886849
genus,Rosenbergiella,1,Erwiniaceae,-0.745177,-0.157171,4.950077
genus,Dyoomikronpapillomavirus,1,Papillomaviridae,-0.817835,-0.097765,4.889058
genus,Humitalea,1,Acetobacteraceae,-0.709054,-0.145645,4.750091
genus,Polymorphum,1,Rhodobacteraceae,-0.718723,-0.141165,4.807362
genus,Naumannella,3,Propionibacteriaceae,-0.713171,-0.122545,4.745163
genus,Metallibacterium,1,Rhodanobacteraceae,-0.740453,-0.138721,4.835286
genus,Desulfobaculum,1,Desulfovibrionaceae,-0.743842,-0.139453,4.873794
genus,Haloarchaeobius,1,Halobacteriaceae,-0.759374,-0.076434,4.748365
genus,Mastigocoleus,1,Hapalosiphonaceae,-0.740508,-0.168091,5.023618
genus,Dyonupapillomavirus,2,Papillomaviridae,-0.825986,-0.100035,4.974487
